cnes;razao_social;nome_fantasia;logradouro;numero;bairro;CEP;codigo_municipio;latitude;londitude;referencia
6937721;JULIANA BASTOS COSTA                                        ;JULIANA BASTOS COSTA                                        ;AVENIDA OLIVEIRA PAIVA                  ;1291      ;CID DOS FUNCIONARIO ;60822131;230440;-3.795231                     ;-38.494483                    ;202104
6938752;PREFEITURA MUNICIPAL DE NOVO ORIENTE                        ;POSTO DE SAUDE AGROVILA                                     ;LOCALIDADE AGROVILA                     ;S/N       ;ZONA RURAL          ;63740000;230940;-5.534                        ;-40.774                       ;202104
6939198;VANIA VIANA FONTENELE                                       ;VANIA VIANA FONTENELE                                       ;RUA MARCOS MACEDO                       ;1333      ;ALDEOTA             ;60150190;230440;-3.736151                     ;-38.490278                    ;202104
6939384;PREF M PARAIPABA                                            ;CAPS AD PARAIPABA                                           ;RUA ANTONIO EUSEBIO                     ;252       ;LAGOA DE BEBE       ;62685000;231025;-3.4410                       ;-39.1464                      ;202104
6939856;FRANCISCO JARDELSON BRITO DOS SANTOS                        ;PSICOCLINICA                                                ;JOSE JUCA                               ;S/N       ;CENTRO              ;63900209;231130;-4.971                        ;-39.015                       ;202104
6940773;DANIELA CAVALCANTE GIRAO                                    ;DANIELA CAVALCANTE GIRAO                                    ;RUA SILVA PAULET                        ;1583      ;ALDEOTA             ;60120020;230440;-3.737664                     ;-38.506241                    ;202104
6940919;CLINICA DR JUVENAL LINHARES                                 ;CLINICA DR JUVENAL LINHARES                                 ;AV DOM JOSE                             ;800       ;CENTRO              ;62010970;231290;-3.6842164                    ;-40.3439186                   ;202104
6941338;PREFEITURA MUNICIPAL DE ALCANTARAS                          ;POSTO DE SAUDE DOUTOR SHIGUEO NAKAMURA                      ;RUA MONSENHOR JOSE FURTADO              ;01        ;BELA VISTA          ;62120000;230050;-3.589                        ;-40.546                       ;202104
6942156;PREFEITIRA MUNICIPAL DE ALCANTARAS                          ;POSTO DE SAUDE JOAQUIM XIMENES CARVALHO                     ;RUA PEDRO CARMO                         ;01        ;SAO JOSE            ;62120000;230050;-3.589                        ;-40.546                       ;202104
6942741;CLINICA DE OTORRINOLARINGOLOGIA DO CARIRI LTDA              ;OTHORRINOS CARIRI                                           ;RUA SAO JOSE                            ;820       ;CENTRO              ;63010302;230730;-7.2033187                    ;-39.319917                    ;202104
6943128;PREFEITURA MUNICIPAL DE CARIUS                              ;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I                       ;PASCOAL STOPELLE                        ;S/N       ;SAO VICENTE         ;63530000;230330;                              ;                              ;202104
6943594;R M ANDRADE CORREIA                                         ;BEM SARADO NUTRICAO E BEM ESTAR                             ;RUA JOSE JUCA                           ;264       ;CENTRO              ;63900085;231130;-4.970923536445973            ;-39.0149188041687             ;202104
6945872;PREFEITURA MUNICIPAL DE PARAMBU                             ;POSTO DE SAUDE DE CAIXA DAGUA                               ;RUA ANTONIO DE MATOS                    ;S/N       ;CAIXA DAGUA         ;63680000;231030;-6.2154065                    ;-40.700131                    ;202104
6946046;OTAVIANO LUSTOSA ANALISES CLINICAS LTDA                     ;LABORATORIO OTAVIANO LUSTOSA                                ;RUA MONSENHOR DOURADO                   ;606       ;CENTRO              ;62840000;230220;-4.180788573407528            ;-38.13109874725342            ;202104
6947417;S ANDRADE CARDIOLOGIA LTDA                                  ;S ANDRADE CARDIOLOGIA LTDA                                  ;RUA ANTONIO AUGUSTO                     ;1270      ;ALDEOTA             ;60110371;230440;-3.741531                     ;-38.480184                    ;202104
6947603;SECRETARIA DA SAUDE DO ESTADO DO CEARA                      ;SAMU 192 CEARA USA SOBRAL                                   ;AVENIDA DR GUARANI                      ;340       ;CIDAO               ;62010970;231290;-3.674                        ;-40.239                       ;202104
6947859;MUNICIPIO DE MILAGRES                                       ;PSF CASA PROPRIA                                            ;PEDRO LEITE DA CUNHA                    ;S/N       ;EUCALIPTOS          ;63250000;230830;-7.313305589859519            ;-38.948762118816376           ;202104
6948057;ANDERSON FEDEL MARQUES                                      ;ANDERSON FEDEL MARQUES                                      ;RUA HENRIQUETA GALENO                   ;719       ;DIONISIO TORRES     ;60135420;230440;-3.746822                     ;-38.493430                    ;202104
6948154;GLAUCIANE ROCHELLE MACHADO MENEZES                          ;GLAUCIANE ROCHELLE MACHADO MENEZES                          ;AV C                                    ;260       ;JOSE WALTER         ;60750020;230440;-3.828973                     ;-38.554245                    ;202104
6948502;SECRETARIA DA SAUDE DO ESTADO DO CEARA                      ;CENTRAL DE REGULACAO DAS URGENCIAS DO CEARA SOBRAL          ;AVENIDA DR GUARANY                      ;340       ;CIDAO               ;62010970;231290;-3.674                        ;-40.239                       ;202104
6948634;SECRETARIA DA SAUDE DO ESTADO DO CEARA                      ;SAMU 192 CEARA USB SOBRAL 01                                ;AVENIDA DR GUARANY                      ;340       ;CIDAO               ;62010970;231290;-3.674                        ;-40.239                       ;202104
6948707;SERVIMEDIC SERVICOS MEDICOS LTDA                            ;SERVIMEDIC                                                  ;RUA JAIME PINHEIRO                      ;36        ;PATRIOLINO RIBEIRO  ;60810250;230440;-3.760124                     ;-38.487710                    ;202104
6950248;MARIA GLICE MACHADO MENDONCA CAVALCANTE                     ;MARIA GLICE MACHADO MENDONCA CAVALCANTE                     ;RUA BARAO DE ARACATI                    ;1373      ;ALDEOTA             ;60115081;230440;-3.733754                     ;-38.511988                    ;202104
6950639;AECIO PAULO PASSOS AQUINO FILHO                             ;CONSULTORIO DR AECIO PAULO PASSOS AQUINO FILHO              ;RUA TABELIAO IDELFONSO DE HOLANDA CAVALC;265       ;CENTRO              ;62010970;231290;-3.674                        ;-40.239                       ;202104
6951082;SECRETARIA DA SAUDE DO ESTADO DO CEARA                      ;SAMU 192 CEARA MOTOLANCIA M03 SOBRAL                        ;AVENIDA DR GUARANY                      ;340       ;CIDAO               ;62010970;231290;-3.674                        ;-40.239                       ;202104
6953476;NUCLEO DE SAUDE DO TRABALHADOR CLINICA MEDICA LTDA          ;NST NUCLEO DE SAUDE DO TRABALHADOR                          ;RUA FRANCISCO MENDES DE OLIVEIRA        ;00        ;PECEM               ;62670000;231240;-3.5541532601736274           ;-38.83516788482666            ;202104
6954537;AMENE CIDRAO LIMA                                           ;AMENE CIDRAO LIMA                                           ;RUA MARCOS MACEDO                       ;1333      ;ALDEOTA             ;60150190;230440;-3.717                        ;-38.543                       ;202104
6954642;CLAUDIA MARIA XEREZ CAMARA MARQUES                          ;CLAUDIA MARIA XEREZ CAMARA MARQUES                          ;RUA EDUARDO BEZERRA                     ;1276      ;SAO JOAO DO TAUAPE  ;60130271;230440;-3.753523                     ;-38.508754                    ;202104
6954774;NAJLA MARIA NOGUEIRA FERREIRA                               ;NAJLA MARIA NOGUEIRA FERREIRA                               ;RUA CORONEL ALVES TEIXEIRA              ;1930      ;DIONISIO TORRES     ;60130000;230440;-3.747919                     ;-38.503756                    ;202104
6955282;ELIZABETE BERNARDO DE OLIVEIRA                              ;CONSULTORIOS MEDICOS                                        ;RUA SAO JOSE                            ;798       ;CENTRO              ;63010032;230730;                              ;                              ;202104
6956335;EDIANA FERRER LIMA CANRNEIRO                                ;EDIANA FERRER LIMA CANRNEIRO                                ;RUA DOUTOR HERMES LIMA                  ;65        ;EDSON QUEIROZ       ;60811570;230440;-3.757342                     ;-38.482538                    ;202104
6956963;CONSORCIO PUBLICO DE SAUDE DA MICRORREGIAO DE CASCAVEL      ;POLICLINICA DRA MARCIA MOREIRA DE MENESES PACAJUS           ;RUA DOCA NOGUEIRA                       ;S/N       ;CENTRO              ;62870000;230960;-4.1699415                    ;-38.4697726                   ;202104
6957080;CLARISSA SALES DE PAULA CAMPELO                             ;CLARISSA SALES DE PAULA CAMPELO                             ;RUA SAO PAULO                           ;882       ;CENTRO              ;62760000;230210;-4.329042903865107            ;-38.88082444667816            ;202104
6958338;CONSULTORIO ODONTOLOGICO PRO SORRISO LTDA                   ;CONSULTORIO ODONTOLOGICO PRO SORRISO                        ;AV VISCONDE DO RIO BRANCO               ;3066      ;FATIMA              ;60055364;230440;-3.747850                     ;-38.521840                    ;202104
6958753;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA 1                                        ;RUA PADRE GUERRA                        ;1350      ;PARQUELANDIA        ;60110110;230440;-3.738408                     ;-38.556306                    ;202104
6958761;SECRETARIA MUNICIPAL DE SAUDE                               ;SAMU 192 FORTALEZA 3                                        ;RUA PEDRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738397                     ;-38.556306                    ;202104
6958834;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA 4                                        ;RUA PEDRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738477                     ;-38.55634                     ;202104
6958923;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J1                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60110110;230440;-3.738408                     ;-38.556306                    ;202104
6958931;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M1                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455410;230440;-3.738445                     ;-38.556327                    ;202104
6958966;SECRETARIA MUNICIPAL DE SAUDE FORTALEZA SMS                 ;SAMU 192 FORTALEZA M3                                       ;RUA PADRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455361;230440;-3.738429                     ;-38.556327                    ;202104
6958974;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J2                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60110110;230440;-3.738408                     ;-38.556306                    ;202104
6958990;SECRETARIA MUNICIPAL DE SAUDE FORTALEZA SMS                 ;SAMU 192 FORTALEZA M4                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455361;230440;-3.738375                     ;-38.556338                    ;202104
6959008;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J3                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60450360;230440;-3.738408                     ;-38.556306                    ;202104
6959016;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J4                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60455361;230440;-3.738477                     ;-38.55634                     ;202104
6959024;SECRETARIA MUNICIPAL DE SAUDE FORTALEZA SMS                 ;SAMU 192 FORTALEZA M5                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455361;230440;-3.738375                     ;-38.556338                    ;202104
6959032;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M6                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455361;230440;-3.738375                     ;-38.556338                    ;202104
6959040;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J5                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738477                     ;-38.55634                     ;202104
6959059;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J6                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60455361;230440;-3.738429                     ;-38.556327                    ;202104
6959067;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA J7                                       ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60455361;230440;-3.738429                     ;-38.556327                    ;202104
6959075;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA 2                                        ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60110110;230440;-3.738418                     ;-38.556317                    ;202104
6959083;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M7                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455410;230440;-3.738375                     ;-38.556338                    ;202104
6959105;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M8                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455410;230440;-3.738375                     ;-38.556338                    ;202104
6959113;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M9                                       ;RUA PADRE GUERRA                        ;01350     ;PARQUELANDIA        ;60455361;230440;-3.738397                     ;-38.556306                    ;202104
6959121;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M10                                      ;RUA PADRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455361;230440;-3.738408                     ;-38.556338                    ;202104
6959148;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M11                                      ;RUA PADRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455361;230440;-3.738408                     ;-38.556338                    ;202104
6959156;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M12                                      ;RUA PADRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738397                     ;-38.556317                    ;202104
6959164;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M13                                      ;RUA PADRE GUERRA                        ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738386                     ;-38.556327                    ;202104
6959199;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M 14                                     ;RUA PE GUERRA                           ;01350     ;PARQUELANDIA        ;60455361;230440;-3.738429                     ;-38.556327                    ;202104
6959202;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M15                                      ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738386                     ;-38.556306                    ;202104
6959210;SECRETARIA MUNICIPAL DE SAUDE SMS                           ;SAMU 192 FORTALEZA M 16                                     ;RUA PE GUERRA                           ;1350      ;PARQUELANDIA        ;60455410;230440;-3.738408                     ;-38.556338                    ;202104
6959512;MARIA DE FATIMA ASSIS LIRA                                  ;MARIA DE FATIMA ASSIS LIRA                                  ;AV SANTOS DUMONT                        ;5753      ;PAPICU              ;60110110;230440;-3.741434                     ;-38.480087                    ;202104
6959644;DESPERTAR CLINICA TERAPEUTICA LTDA                          ;CASA DESPERTAR                                              ;ESTRADA DO CAMARA                       ;12        ;CAMARA              ;61700000;230100;-3.901055694158385            ;-38.39103698730469            ;202104
6959792;REBECA TEIXEIRA BARBOSA                                     ;REBECA TEIXEIRA BARBOSA                                     ;RUA PEDRO FIRMEZA                       ;712       ;CID DOS FUNCIONARIO ;60822492;230440;-3.797724                     ;-38.494591                    ;202104
6961487;PRISCILA CAVALCANTE BORGES                                  ;PRISCILA CAVALCANTE BORGES                                  ;RUA NOVINDA PIRES                       ;80        ;ALDEOTA             ;60150280;230440;-3.737256                     ;-38.501344                    ;202104
6961495;PRISCILA CAVALCANTE BORGES ME                               ;PRISCILA CAVALCANTE BORGES ME                               ;RUA NORVINDA PIRES                      ;80        ;ALDEOTA             ;60150280;230440;-3.737219                     ;-38.501366                    ;202104
6961878;CENTRO ESPECIALIZADO DA VISAO LTDA                          ;CENTRO ESPECIALIZADO DA VISAO                               ;RUA PADER CICERO                        ;511       ;CENTRO              ;63010020;230730;-7.213                        ;-39.315                       ;202104
6962130;KARINNY AZEVEDO DE FIGUEREDO                                ;KARINNY AZEVEDO DE FIGUEREDO                                ;AVENIDA AGENOR ARAUJO                   ;536       ;CENTRO              ;63500113;230550;-6.351477                     ;-39.2975924                   ;202104
6962688;PATRICIA MACIEL VERAS PACHECO                               ;PATRICIA MACIEL VERAS PACHECO                               ;AVENIDA PADRE ANTONIO TOMAS             ;595       ;ALDEOTA             ;60110110;230440;-3.740334                     ;-38.498328                    ;202104
6964788;VIVIANNE INES LOPES MONTEZUMA                               ;VIVIANNE INES LOPES MONTEZUMA                               ;RUA HENRIQUETA GALENO                   ;719       ;DIONISIO TORRES     ;60822570;230440;-3.746897                     ;-38.493999                    ;202104
6964907;RENATO MONTEIRO CALLADO                                     ;RENATO MONTEIRO CALLADO                                     ;RUA CORONEL ALVES TEIXEIRA              ;1930      ;DIONISIO TORRES     ;60130000;230440;-3.747940                     ;-38.503799                    ;202104
6965032;OTOFONO CLINICA LTDA                                        ;OTOFONO                                                     ;RUA CORONEL LINHARES                    ;950       ;MEIRELES            ;60120020;230440;-3.736830                     ;-38.494581                    ;202104
6965849;L G PINHEIRO NETO                                           ;CLINOFT                                                     ;RUA JOSE MATIAS SAMPAIO                 ;221       ;CENTRO              ;63260000;230250;-7.4850389                    ;-38.98482893                  ;202104
6966942;DAVID MARINHO DE MENEZES                                    ;DAVID MARINHO DE MENEZES                                    ;AV VISCONDE DO RIO BRANCO               ;2598      ;JOAQUIM TAVORA      ;60055171;230440;-3.743767                     ;-38.522594                    ;202104
6967701;ELIANE AUGUSTA DA SILVA CANTUARIO DOS REIS                  ;ELIANE AUGUSTA DA SILVA CANTUARIO DOS REIS                  ;AVENIDA CORENEL ARAUJO LIMA             ;S/N       ;CENTRO              ;62900000;231180;-4.938009                     ;-37.974633                    ;202104
6967760;PREFEITURA MUNICIPAL DE ARACATI                             ;UNIDADE BASICA DE SAUDE SAO RAFAEL                          ;RUA SALGADO FILHO                       ;S/N       ;VARZEA DA MATRIZ    ;62800000;230110;-4.5606435                    ;-37.7668494                   ;202104
6967906;INSTITUTO DA CATARATA E DA MIOPIA LTDA                      ;CENTRO ESPECIALIZADO RETINA E CATARATA                      ;RUA JOAO ALVES ROCHA                    ;16        ;SEMINARIO           ;63113742;230420;-7.23476934490917             ;-39.4216114282608             ;202104
6968120;ANA MARIA MARINHO DE MENEZES                                ;ANA MARIA MARINHO DE MENEZES                                ;AVENIDA VISCONDE DO RIO BRANCO          ;2588      ;JOAQUIM TAVORA      ;60055171;230440;-3.743374                     ;-38.522019                    ;202104
6968163;DENYS CALDAS VASCONCELOS                                    ;DENYS CALDAS VASCONCELOS                                    ;RUA FLORIANO PEIXOTO                    ;2609      ;FATIMA              ;60110110;230440;-3.745620                     ;-38.532981                    ;202104
6968171;ANGELA LINHARES PINHEIRO                                    ;ANGELA LINHARES PINHEIRO                                    ;RUA FLORIANO PEIXOTO                    ;2609      ;FATIMA              ;60110110;230440;-3.745478                     ;-38.533289                    ;202104
6968511;ISABELA FERNANDES                                           ;ISABELA FERNANDES                                           ;AVENIDA DESEMBARGADOR MOREIRA           ;2660      ;ALDEOTA             ;60170002;230440;-3.748775                     ;-38.502591                    ;202104
6969321;DENNYURA OLIVEIRA GALVAO                                    ;DENNYURA OLIVEIRA GALVAO                                    ;RUA TRISTAO GONCALVES                   ;468       ;CENTRO              ;63100970;230420;-7.23206058689619             ;-39.40991163253784            ;202104
6969631;CLIO CLINICA ODONTOLOGICA LTDA                              ;CLIO CLINICA ODONTOLOGICA                                   ;CORONEL POMPEU                          ;973       ;CENTRO              ;62800970;230110;-4.572318                     ;-37.7745475                   ;202104
6969674;JULIA MARIA DE ABREU PINHEIRO                               ;JULIA MARIA DE ABREU PINHEIRO                               ;DOM LINDO                               ;260       ;PARQUELANDIA        ;60110110;230440;-3.736736                     ;-38.557271                    ;202104
6969739;CLINICA DENTAL ART                                          ;CLINICA ODONTOLOGICA RABELO PIMENTEL S S                    ;RUA ALBERTO MAGNO                       ;1415      ;MONTESE             ;60420720;230440;-3.76682                      ;-38.551453                    ;202104
6969755;RENATA SABOIA RABELO                                        ;CLINICA IRACEMA                                             ;RUA CORONEL GUILHERME ALENCAR           ;51        ;MESSEJANA           ;60840340;230440;-3.830671                     ;-38.491163                    ;202104
6970125;CLINICA DE PSICOLOGIA GMG LIMA LTDA                         ;CLINICA DE PSICOLOGIA GMG LIMA                              ;AVENIDA ULISSES BEZERRA                 ;2055      ;CIDADES DOS FUNCIONA;60822490;230440;-3.797113                     ;-38.497763                    ;202104
6971717;ROMULO CESAR MENESES DE LIMA                                ;ROMULO CESAR MENESES DE LIMA                                ;RUA DR JOSE RAMALHO                     ;1532      ;CENTRO              ;62900000;231180;-4.938434                     ;-37.969711                    ;202104
6972500;JULIANA LIMA DE ARAUJO                                      ;JULIANA LIMA DE ARAUJO                                      ;RUA MONSENHOR BRUNO                     ;2567      ;ALDEOTA             ;60115191;230440;-3.744910                     ;-38.513397                    ;202104
6975119;FRANCISCO ANTONIO ALVES LOPES                               ;ODONTO CENTER                                               ;RUA DEPUTADO VICENTE RIBEIRO            ;326       ;CENTRO              ;62370000;231230;-4.047210988704812            ;-40.86406588554382            ;202104
6976395;POTYCABANA IND E COM DE ARTIGOS MED E ODONT LTDA ME         ;AGS LABORATORIO DE PROTESE DENTARIA                         ;RUA DOM MELO                            ;620       ;SANTA LUZIA         ;63100970;230420;                              ;                              ;202104
6976905;MUNICIPIO DE TAUA                                           ;SECRETARIA MUNICIPAL DE SAUDE DE TAUA CE                    ;AV ODILON AGUIAR                        ;77        ;CENTRO              ;63660000;231330;-6.0006038                    ;-40.29448                     ;202104
6977014;KELLY ROVERAN GENGA                                         ;KELLY ROVERAN GENGA                                         ;RUA HENRIQUE GALENO                     ;225       ;DIONISIO TORRES     ;60135420;230440;                              ;                              ;202104
6977022;FERNANDO SERGIO STUDART LEITAO FILHO                        ;FERNANDO SERGIO STUDART LEITAO FILHO                        ;RUA HENRIQUE GALENO                     ;225       ;DIONISIO TORRES     ;60135420;230440;-3.745331                     ;-38.498748                    ;202104
6977030;HEALTH CARE SERVICOS MEDICOS S S LTDA                       ;HEALTH CARE                                                 ;RUA ALBERTO MAGNO                       ;1177      ;MONTESE             ;60110110;230440;-3.765335                     ;-38.550308                    ;202104
6978118;LILIANA MARIA MOTA MOREIRA                                  ;LILIANA MARIA MOTA MOREIRA                                  ;AV DOM LUIS                             ;1200      ;MEIRELES            ;60110110;230440;-3.736066                     ;-38.490084                    ;202104
6978363;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA S C LTDA           ;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA S C LTDA           ;AVENIDA DOM LUIS                        ;1233      ;ALDEOTA             ;60160230;230440;-3.735527                     ;-38.489807                    ;202104
6978398;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA S C LTDA           ;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA S C LTDA           ;RUA JOAQUIM NABUCO                      ;2778      ;DIONISIO TORRES     ;60125121;230440;-3.749156                     ;-38.506007                    ;202104
6978401;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA S C LTDA           ;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA S C LTDA           ;RUA PEDRO BORGES                        ;20        ;CENTRO              ;60055900;230440;-3.728227                     ;-38.525339                    ;202104
6978428;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA                    ;PERBOYRE CASTELO RADIOLIGIA ODONTOLOGICA                    ;AVENIDA CARAPINIMA                      ;630       ;BENFICA             ;60015290;230440;-3.739000                     ;-38.539364                    ;202104
6979629;AUDIOS SERVICOS DE AUDIOLOGIA                               ;AUDIOS                                                      ;RUA DR GONDIM DE OLIVEIRA               ;47        ;EDSON QUEIROZ       ;60811500;230440;-3.758417                     ;-38.479508                    ;202104
6979815;ESPACO DE FISIOTERAPIA PILATES E BEM ESTAR LTDA             ;ESTACAO FISIO                                               ;RUA DESEMBARGADOR VALDETARIO MOTA       ;260       ;VICENTE PINZON      ;60181265;230440;-3.732244                     ;-38.477971                    ;202104
6979831;NUCLEO DE TERAPIA INFUSIONAL DO CEARA LTDA                  ;NUCLEO DE TERAPIA INFUSIONAL DO CEARA LTDA                  ;AV PONTES VIEIRA                        ;2551      ;JOAQUIM TAVORA      ;60120340;230440;-3.750685                     ;-38.498890                    ;202104
6980619;EUSEBIO SERVICOS MEDICOS SIS LTDA                           ;BIOCLINICA                                                  ;AV EUSEBIO DE QUEIROZ                   ;4343      ;CENTRO              ;61760000;230428;-3.8632377                    ;-38.4694971                   ;202104
6981194;CAMILA FERNANDES MENDES                                     ;CAMILA FERNANDES MENDES                                     ;RUA PEDRO FIRMEZA                       ;712       ;CIDADE DOS FUNCIONAR;60822492;230440;-3.797681                     ;-38.494581                    ;202104
6981240;PREFEITURA MUNICIPAL DE QUITERIANOPOLIS                     ;CAMEQ                                                       ;AVENIDA LAURINDO GOMES                  ;S/N       ;CENTRO              ;63650000;231126;                              ;                              ;202104
6982700;SILANE FREITAS VALE                                         ;SILANE FREITAS VALE                                         ;RUA HERACLITO GRACA                     ;500       ;CENTRO              ;60140060;230440;-3.735122                     ;-38.520023                    ;202104
6984231;CLINICA NOSSA SENHORA DA CONCEICAO LTDA                     ;CLINICA NOSSA SENHORA DA CONCEICAO                          ;RUA TORQUATO BRAS                       ;361       ;CENTRO              ;62390000;230423;                              ;                              ;202104
6985483;SECRETARIA DA SAUDE DO ESTADO DO CEARA                      ;UNIDADE PRONTO ATENDIMENTO PRAIA DO FUTURO                  ;RUA JULIO SILVA                         ;440       ;PRAIA DO FUTURO     ;60182425;230440;-3.717                        ;-38.543                       ;202104
6986021;G VIDAL SERVICOS ODONTOLOGICOS LTDA                         ;GRUPO NATO ODONTOLOGIA ORTOGNATO                            ;RUA CORONEL LINHARES                    ;950       ;MEIRELES            ;60170240;230440;-3.736841                     ;-38.494592                    ;202104
6986641;FRANCISCO RICARDO ARAUJO DA SILVA                           ;FRANCISCO RICARDO ARAUJO DA SILVA                           ;AV BARAO DE STUDART                     ;2500      ;JOAQUIM TAVORA      ;60120002;230440;-3.745358                     ;-38.510315                    ;202104
6987486;FRANCISCO MINEIRO JUNIOR                                    ;CLINICA ODONTOLOGICA DR FRANCISCO MINEIRO JUNIOR            ;RUA CEL JOSE ADERALDO                   ;429       ;CENTRO              ;63610000;230850;-5.745743637300359            ;-39.62792158126831            ;202104
6987540;COOPERATIVA DOS PSICOLOGOS DO CEARA LTDA                    ;COOPSIC                                                     ;RUA AFONSO CELSO                        ;1096      ;ALDEOTA             ;60140190;230440;-3.738494                     ;-38.502157                    ;202104
6988814;CONSULTORIO ODONTOLOGICO DR MARCIO MELO                     ;CONSULTORIO ODONTOLOGICO DR MARCIO MELO                     ;RUA JOAO TOMAZ                          ;66        ;CENTRO              ;62390000;230423;-4.4156862                    ;-40.9046836                   ;202104
6989365;MARIA ALGENI TAVARES LANDIM ME                              ;BIOLAB MEDICINA DIAGNOSTICA E SAUDE ESTETICA                ;RUA DA CONCEICAO                        ;613       ;CENTRO              ;63010222;230730;-7.2041137                    ;-39.3153054                   ;202104
6989985;CENTRO DE ESTOMATOLOGIA E RADIOLOGIA DO CEARA S C LTDA      ;RADIODONTO                                                  ;AV ENGENHEIRO SANTANA JUNIOR            ;1423      ;PAPICU              ;60110110;230440;-3.739944                     ;-38.484575                    ;202104
6991068;FERNANDO AUGUSTO DELGADO SAMPAIO                            ;FERNANDO AUGUSTO DELGADO SAMPAIO                            ;RUA DR JOSE LOURENCO                    ;1860      ;ALDEOTA             ;60110110;230440;-3.739762                     ;-38.509632                    ;202104
6991637;PREFEITURA MUNICIPAL DE FORTALEZA                           ;COORDENADORIA REGIONAL DE SAUDE VI                          ;AV PADRE PEDRO DE ALENCAR               ;789       ;MESSEJANA           ;60840280;230440;                              ;                              ;202104
6991998;WALYSON SILVA SURIMA                                        ;WALYSON SILVA SURIMA                                        ;RUA RODRIGUES JUNIOR                    ;1395      ;CENTRO              ;60060001;230440;-3.736883                     ;-38.522508                    ;202104
6992609;HOME CARE NORDESTE LTDA                                     ;HOME CARE NORDESTE LTDA                                     ;AVENIDA RUI BARBOSA                     ;2817      ;JOAQUIM TAVORA      ;60115222;230440;-3.747655                     ;-38.513086                    ;202104
