CAPITULO,COD_CID,DESCRICAO_CID,GRUPO
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S525,Fratura da extremidade distal do rádio,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S526,Fratura da extremidade distal do rádio e do cúbito [ulna],Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S527,Fraturas múltiplas do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S528,Fratura de outras partes do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S529,"Fratura do antebraço, parte năo especificada",Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S53,Luxaçăo entorse e distensăo das articulaçőes e dos ligamentos do cotovelo,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S530,Luxaçăo da cabeça do rádio,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S531,"Luxaçăo do cotovelo, năo especificada",Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S532,Ruptura traumática do ligamento colateral do rádio,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S533,Ruptura traumática do ligamento colateral do cúbito [ulna],Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S534,Entorse e distensăo do cotovelo,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S54,Traumatismo de nervos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S540,Traumatismo do nervo cubital [ulnar] ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S541,Traumatismo do nervo mediano ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S542,Traumatismo do nervo radial ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S543,Traumatismo do nervo cutâneo sensitivo ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S547,Traumatismo de múltiplos nervos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S548,Traumatismo de outros nervos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S549,Traumatismo de nervo năo especificado ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S55,Traumatismo de vasos sanguíneos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S550,Traumatismo da artéria cubital [ulnar] ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S551,Traumatismo da artéria radial ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S552,Traumatismo de veia ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S557,Traumatismo de múltiplos vasos sangüíneos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S558,Traumatismo de outros vasos sangüíneos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S559,Traumatismo de vasos sangüíneos năo especificados ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S56,Traumatismo do músculo e tendăo ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S560,Traumatismo do músculo flexor e tendăo do polegar ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S561,Traumatismo do músculo flexor e tendăo de outro(s) dedo(s) ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S562,Traumatismo de outro músculo flexor e tendăo ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S563,Traumatismo dos músculos extensor ou abdutor e tendőes do polegar ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S564,Traumatismo do músculo extensor e tendăo de outro(s) dedo(s) ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S565,Traumatismo de outros músculos extensores e tendőes ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S567,Traumatismo de músculos e tendőes múltiplos ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S568,Traumatismo de outros músculos e tendőes e dos năo especificados ao nível do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S57,Lesăo por esmagamento do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S570,Lesăo por esmagamento do cotovelo,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S578,Lesăo por esmagamento de outras partes do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S579,Lesăo por esmagamento de parte năo especificada do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S58,Amputaçăo traumática do cotovelo e do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S580,Amputaçăo traumática ao nível do cotovelo,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S581,Amputaçăo traumática do antebraço entre o cotovelo e o punho,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S589,"Amputaçăo traumática do antebraço, nível năo especificado",Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S59,Outros traumatismos do antebraço e os năo especificados,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S597,Traumatismos múltiplos do cotovelo,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S598,Outros traumatismos especificados do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S599,Traumatismo năo especificado do antebraço,Traumatismos do cotovelo e do antebraço
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S60,Traumatismo superficial do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S600,Contusăo de dedo(s) sem lesăo da unha,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S601,Contusăo de dedo(s) com lesăo da unha,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S602,Contusăo de outras partes do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S607,Traumatismos superficiais múltiplos do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S608,Outros traumatismos superficiais do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S609,Traumatismo superficial năo especificado do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S61,Ferimento do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S610,Ferimento de dedo(s) sem lesăo da unha,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S611,Ferimento de dedo(s) com lesăo da unha,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S617,Ferimentos múltiplos do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S618,Ferimento de outras partes do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S619,"Ferimento do punho e da măo, parte năo especificada",Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S62,Fratura ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S620,Fratura do osso navicular [escafoíde] da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S621,Fratura de outro(s) osso(s) do carpo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S622,Fratura do primeiro metacarpiano,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S623,Fratura de outros ossos do metacarpo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S624,Fraturas múltiplas de ossos metacarpianos,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S625,Fratura do polegar,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S626,Fratura de outros dedos,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S627,Fraturas múltiplas de dedo(s),Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S628,Fratura de outras partes e de partes năo especificadas do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S63,Luxaçăo entorse e distensăo das articulaçőes e dos ligamentos ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S630,Luxaçăo do punho,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S631,Luxaçăo do dedo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S632,Luxaçőes múltiplas dos dedos,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S633,Ruptura traumática de ligamento(s) do punho e do carpo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S634,Ruptura traumática do ligamento do dedo nas articulaçőes metacarpofalangianas e interfalangianas,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S635,Entorse e distensăo do punho,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S636,Entorse e distensăo do(s) dedo(s),Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S637,Entorse e distensăo de outras partes e das năo especificadas da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S64,Traumatismo de nervos ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S640,Traumatismo do nervo cubital [ulnar] ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S641,Traumatismo do nervo mediano ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S642,Traumatismo do nervo radial ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S643,Traumatismo do nervo digital do polegar,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S644,Traumatismo do nervo digital de outro dedo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S647,Traumatismo de múltiplos nervos ao nível de punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S648,Traumatismo de outros nervos ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S649,Traumatismo de nervo năo especificado ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S65,Traumatismo de vasos sanguíneos ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S650,Traumatismo da artéria cubital [ulnar] ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S651,Traumatismo da artéria radial ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S652,Traumatismo do arco palmar superficial,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S653,Traumatismo do arco palmar profundo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S654,Traumatismo de vaso(s) sangüíneo(s) do polegar,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S655,Traumatismo de vaso(s) sangüíneo(s) de outro dedo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S657,Traumatismo de vasos sangüíneos múltiplos ao nível de punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S658,Traumatismo de outros vasos sangüíneos ao nível do punho e de măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S659,Traumatismo de vaso sangüíneo năo especificado ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S66,Traumatismo de músculo e tendăo ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S660,Traumatismo do músculo flexor longo e tendăo do polegar ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S661,Traumatismo do músculo flexor e tendăo de outro dedo ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S662,Traumatismo do músculo extensor e tendăo do polegar ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S663,Traumatismo do músculo extensor e tendăo de outro dedo ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S664,Traumatismo do músculo intrínseco e tendăo do polegar ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S665,Traumatismo do músculo intrínseco e tendăo de outro dedo ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S666,Traumatismo de músculos flexores e tendőes múltiplos ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S667,Traumatismo de músculos extensores e tendőes múltiplos ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S668,Traumatismo de outros músculos e tendőes ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S669,Traumatismo de músculo e tendăo năo especificado ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S67,Lesăo por esmagamento do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S670,Lesăo por esmagamento do polegar e de outro(s) dedo(s),Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S678,Lesăo por esmagamento de outras partes e das năo especificadas do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S68,Amputaçăo traumática ao nível do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S680,Amputaçăo traumática do polegar (completa) (parcial),Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S681,Amputaçăo traumática de um outro dedo apenas (completa) (parcial),Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S682,Amputaçăo traumática de dois ou mais dedos somente (completa) (parcial),Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S683,Amputaçăo traumática combinada de (partes de) dedo(s) associada a outras partes do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S684,Amputaçăo traumática da măo ao nível do punho,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S688,Amputaçăo traumática de outras partes do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S689,"Amputaçăo traumática do punho e da măo, nível năo especificado",Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S69,Outros traumatismos e os năo especificados do punho eda măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S697,Traumatismos múltiplos do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S698,Outros traumatismos especificados do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S699,Traumatismo năo especificados do punho e da măo,Traumatismos do punho e da mão
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S70,Traumatismo superficial do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S700,Contusăo do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S701,Contusăo da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S707,Traumatismos superficiais múltiplos do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S708,Outros traumatismos superficiais do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S709,Traumatismo superficial năo especificado do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S71,Ferimento do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S710,Ferimento do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S711,Ferimento da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S717,Ferimentos múltiplos do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S718,Ferimentos de outras partes e das năo especificadas da cintura pélvica,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S72,Fratura do femur,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S720,Fratura do colo do fęmur,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S721,Fratura pertrocantérica,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S722,Fratura subtrocantérica,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S723,Fratura da diáfise do fęmur,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S724,Fratura da extremidade distal do fęmur,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S727,Fraturas múltiplas do fęmur,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S728,Fraturas de outras partes do fęmur,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S729,"Fratura do fęmur, parte năo especificada",Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S73,Luxaçăo entorse e distensăo da articulaçăo e dos ligamentos do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S730,Luxaçăo da articulaçăo do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S731,Entorse e distensăo do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S74,Traumatismo de nervos ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S740,Traumatismo do nervo ciático ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S741,Traumatismo do nervo femural ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S742,Traumatismo do nervo sensitivo cutâneo ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S747,Traumatismo de nervos múltiplos ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S748,Traumatismo de outros nervos ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S749,Traumatismo de nervo năo especificado ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S75,Traumatismo de vasos sanguíneos ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S750,Traumatismo da artéria femural,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S751,Traumatismo da veia femural ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S752,Traumatismo da veia grande safena ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S757,Traumatismo de múltiplos vasos sangüíneos ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S758,Traumatismo de outros vaso sangüíneos ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S759,Traumatismo de vaso sangüíneo năo especificado ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S76,Traumatismo de músculo e de tendăo ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S760,Traumatismo do músculo e do tendăo do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S761,Traumatismo do músculo e do tendăo do quadríceps,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S762,Traumatismo do músculo e do tendăo do adutor da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S763,Traumatismo do músculo e do tendăo dos músculos posteriores ao nível da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S764,Traumatismo de outros músculos e tendőes e os năo especificados ao nível da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S767,Traumatismo de múltiplos músculos e tendőes ao nível do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S77,Lesăo por esmagamento do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S770,Lesăo por esmagamento do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S771,Lesăo por esmagamento da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S772,Lesăo por esmagamento do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S78,Amputaçăo traumática do quadril e da coxa,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S780,Amputaçăo traumática na articulaçăo do quadril,Traumatismos do quadril e da coxa
"Capítulo XIX - Lesões, envenenamento e algumas outras conseqüências de causas externas",S781,Amputaçăo traumática localizada entre o joelho e o quadril,Traumatismos do quadril e da coxa
