CHAVE;DS_REGRA
406011320;BANDAGEM DA ARTERIA PULMONAR (CRIANÇA E ADOLESCENTE)
406011338;CORRECAO DE COARCTACAO DA AORTA (CRIANÇA E ADOLESCENTE)
406011346;CORRECAO DE DRENAGEM ANOMALA DO RETORNO SISTEMICO (CRIANÇA E ADOLESCENTE)
406011354;CORREÇÃO DE DRENAGEM ANOMALA PARCIAL DE VEIAS PULMONARES (CRIANÇA E ADOLESCENTE)
406011362;CORRECAO DE ESTENOSE MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)
406011370;CORREÇÃO DE ESTENOSE SUPRA-AÓRTICA (CRIANÇA E ADOLESCENTE)
406011389;CORRECAO DE FISTULA AORTO-CAVITARIAS (CRIANÇA E ADOLESCENTE)
406011397;CORREÇÃO DE HIPERTROFIA SEPTAL ASSIMETRICA (CRIANÇA E ADOLESCENTE)
406011400;CORRECAO DE INSUFICIENCIA DA VALVULA TRICUSPIDE (CRIANÇA E ADOLESCENTE)
406011419;CORRECAO DE INSUFICIENCIA MITRAL CONGENITA (CRIANÇA E ADOLESCENTE)
406011427;CORRECAO DE PERSISTENCIA DO CANAL ARTERIAL (CRIANÇA E ADOLESCENTE)
406011435;CORRECAO DO CANAL ATRIO-VENTRICULAR PARCIAL / INTERMEDIARIO (CRIANÇA E ADOLESCENTE)
406011443;CORRECOES DE ANOMALIAS DO ARCO AORTICO (CRIANÇA E ADOLESCENTE)
406011451;FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE)
406011460;FECHAMENTO DE COMUNICACAO INTERVENTRICULAR (CRIANÇA E ADOLESCENTE)
406011478;IMPLANTE C/ TROCA DE POSICAO DE VALVAS (CIRURGIA DE ROSS) (CRIANÇA E ADOLESCENTE)
406011486;LIGADURA DE FISTULA SISTEMICO-PULMONAR (CRIANÇA E ADOLESCENTE)
406011494;RESSECCAO DE MEMBRANA SUB-AORTICA (CRIANÇA E ADOLESCENTE)
406011508;ANASTOMOSE SISTEMICO PULMONAR COM CEC (CRIANÇA E ADOLESCENTE)
406011516;CORRECAO DE COARCTACAO DA AORTA COM CEC (CRIANÇA E ADOLESCENTE)
406020019;ANASTOMOSE ESPLENO-RENAL / OUTRA DERIVAÇÃO CENTRAL
406020027;ANASTOMOSE LINFOVENOSA
406020035;ANASTOMOSE PORTO-CAVA
406020043;ANEURISMECTOMIA DE AORTA ABDOMINAL INFRA-RENAL
406020051;ANEURISMECTOMIA TORACO-ABDOMINAL
406020060;CATETERISMO DE ARTERIA P/ TROMBOEMBOLECTOMIA
406020078;IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO PRINCIPAL
406020086;CONFECÇÃO DE FÍSTULA ARTERIOVENOSA P/ ACESSO
406020094;DISSECÇÃO DE VEIA / ARTÉRIA
406020108;DISSECCAO RADICAL DO PESCOCO
406020116;DRENAGEM DE GANGLIO LINFATICO
406020124;EMBOLECTOMIA ARTERIAL
406020132;EXCISAO E SUTURA DE HEMANGIOMA
406020140;EXCISAO E SUTURA DE LINFANGIOMA / NEVUS
406020159;EXERESE DE GANGLIO LINFÁTICO
406020167;FASCIOTOMIA P/ DESCOMPRESSÃO
406020175;INSTALACAO DE CATETER VENOSO DE LONGA PERMANENCIA TOTALMENTE IMPLANTAVEL
406020183;LINFADENECTOMIA MEDIASTINAL
406020191;LINFADENECTOMIA PÉLVICA
406020205;LINFADENECTOMIA PROFUNDA
406020213;LINFADENECTOMIA RADICAL AXILAR BILATERAL
406020221;LINFADENECTOMIA RADICAL AXILAR UNILATERAL
406020230;LINFADENECTOMIA RADICAL CERVICAL BILATERAL
406020248;LINFADENECTOMIA RADICAL CERVICAL UNILATERAL
406020256;LINFADENECTOMIA RADICAL INGUINAL BILATERAL
406020264;LINFADENECTOMIA RADICAL INGUINAL UNILATERAL
406020272;LINFADENECTOMIA RADICAL VULVAR
406020280;LINFADENECTOMIA RETROPERITONIAL
406020299;LINFADENECTOMIA SUPERFICIAL
406020302;PLASTIA ARTERIAL COM REMENDO (QUALQUER TÉCNICA)
406020310;PONTE AXILO-BIFEMURAL
406020329;PONTE AXILO-FEMURAL
406020337;PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS
406020345;PONTE FEMORO-FEMURAL CRUZADA
406020353;PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL
406020361;PONTE-TROMBOENDARTERECTOMIA AORTO-ILÍACA
406020370;PONTE-TROMBOENDARTERECTOMIA DE CARÓTIDA
406020388;PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL
406020396;RETIRADA DE PROTESE INFECTADA EM POSICAO AORTO- ABDOMINAL C/ PONTE AXILO FEMURAL/AXILO BIFEMURAL CRU
406020400;RETIRADA DE PRÓTESE INFECTADA EM POSIÇÃO NÃO AÓRTICA
406020418;REVASCULARIZAÇÃO DE ARTÉRIAS VISCERAIS
406020426;REVASCULARIZAÇÃO DO MEMBRO SUPERIOR
406020434;REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA DE OUTRAS ARTERIAS DISTAIS
406020442;REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA DISTAL
406020450;REVASCULARIZAÇÃO POR PONTE / TROMBOENDARTERECTOMIA FEMURO-POPLÍTEA PROXIMAL
406020469;TRANSPLANTE DE SEGMENTO VENOSO VALVULADO
406020477;TRANSPOSIÇÃO DE VEIAS DO SISTEMA VENOSO PROFUNDO
406020485;TRATAMENTO CIRURGICO DE ANEURISMAS DAS ARTERIAS VISCERAIS
406020493;TRATAMENTO CIRURGICO DE LESOES VASCULARES TRAUMATICAS DA REGIAO CERVICAL
406020507;TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO INFERIOR BILATERAL
406020515;TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO INFERIOR UNILATERAL
406020523;TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO SUPERIOR BILATERAL
406020531;TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DE MEMBRO SUPERIOR UNILATERAL
406020540;TRATAMENTO CIRÚRGICO DE LESÕES VASCULARES TRAUMÁTICAS DO ABDÔMEN
406020558;TRATAMENTO CIRURGICO DE LINFEDEMA
406020566;TRATAMENTO CIRURGICO DE VARIZES (BILATERAL)
406020574;TRATAMENTO CIRÚRGICO DE VARIZES (UNILATERAL)
406020582;TROCA DE AORTA DESCENDENTE (INCLUI ABDOMINAL)
406020590;TROMBECTOMIA DO SISTEMA VENOSO
406020604;VALVULOPLASTIAS DO SISTEMA VENOSO PROFUNDO
406020612;IMPLANTAÇÃO DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTAVEL (PROCEDIMENTO ESPECIAL)
406020620;RETIRADA DE CATETER DE LONGA PERMANÊNCIA SEMI OU TOTALMENTE IMPLANTÁVEL
406030014;ANGIOPLASTIA CORONARIANA
406030022;ANGIOPLASTIA CORONARIANA C/ IMPLANTE DE DOIS STENTS
406030030;ANGIOPLASTIA CORONARIANA COM IMPLANTE DE STENT
406030049;ANGIOPLASTIA CORONARIANA PRIMÁRIA
406030057;ANGIOPLASTIA COM IMPLANTE DE DUPLO STENT EM AORTA/ARTERIA PULMONAR E RAMOS
406030065;ANGIOPLASTIA EM ENXERTO CORONARIANO
406030073;ANGIOPLASTIA EM ENXERTO CORONARIANO (COM IMPLANTE DE STENT)
406030081;ATRIOSEPTOSTOMIA COM CATETER BALÃO
406030090;FECHAMENTO PERCUTÂNEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS COM LIBERAÇÃO DE COILS
406030103;RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TÉCNICAS HEMODINÂMICAS
406030111;VALVULOPLASTIA AÓRTICA PERCUTÂNEA
406030120;VALVULOPLASTIA MITRAL PERCUTÂNEA
406030138;VALVULOPLASTIA PULMONAR PERCUTÂNEA
406030146;VALVULOPLASTIA TRICUSPIDE PERCUTANEA
406030154;FECHAMENTO PERCUTÂNEO DE COMUNICAÇÃO INTERATRIAL SEPTAL.
406040010;ALCOOLIZAÇÃO PERCUTÂNEA DE HEMANGIOMA E MALFORMAÇÃO VENOSAS (INCLUI ESTUDO ANGIOGRAFICO)
406040028;ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (COM STENT)
406040044;ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (SEM STENT)
406040052;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (SEM STENT)
406040060;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT NÃO RECOBERTO)
406040079;ANGIOPLASTIA INTRALUMINAL DE VASOS DAS EXTREMIDADES (COM STENT RECOBERTO)
406040087;ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (SEM STENT)
406040095;ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO OU TRONCOS SUPRA-AÓRTICOS (COM STENT NÃO RECOBERTO)
406040109;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT NÃO RECOBERTO
406040117;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT RECOBERTO
406040125;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS / RENAIS
406040133;ANGIOPLASTIA INTRALUMINAL DOS VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (COM STENT RECOBERTO)
406040141;COLOCAÇÃO PERCUTÂNEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFÉRICA E EMBOLIA PULMONAR)
406040150;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL COM ENDOPRÓTESE RETA / CÔNICA
406040168;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA ABDOMINAL E ILÍACAS COM ENDOPRÓTESE BIF
406040176;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DA AORTA TORÁCICA COM ENDOPRÓTESE RETA OU CÔNIC
406040184;CORREÇÃO ENDOVASCULAR DE ANEURISMA / DISSECÇÃO DAS ILÍACAS COM ENDOPRÓTESE TUBULAR
406040192;EMBOLIZAÇÃO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCÓPICO E/OU ESTUDO ANGIOGR
406040206;EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR ARTÉRIO-VENOSA (INCLUI ESTUDO ANGIOGRÁFICO)
406040214;EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR POR PUNÇÃO DIRETA (INCLUI DROGAS EMBOLIZANTES)
406040222;FECHAMENTO PERCUTÂNEO DE FISTULAS ARTERIOVENOSAS COM LIBERAÇÃO DE COILS
406040230;FIBRINOLISE INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
406040249;FIBRINÓLISE PARA EMBOLIA PULMONAR MACICA INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
406040257;FIBRINÓLISE VISCERAL INTRAVASCULAR POR CATETER (INCLUI FIBRINOLÍTICO)
406040265;IMPLANTAÇÃO DE SHUNT INTRA-HEPÁTICO PORTO-SISTÊMICO (TIPS) COM STENT NÃO RECOBERTO
406040273;OCLUSÃO PERCUTÂNEA ENDOVASCULAR DE ARTÉRIA / VEIA
406040281;RECONSTRUÇÃO DA BIFURCAÇÃO AORTO-ILÍACA COM ANGIOPLASTIA E STENTS
406040290;TRATAMENTO DE EPISTAXE POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU ENDOSCÓPICO)
406040303;TRATAMENTO DE HEMATURIA OU SANGRAMENTO GENITAL POR EMBOLIZAÇÃO (INCLUI ESTUDO ANGIOGRÁFICO E/OU EN
406040311;TRATAMENTO DE HEMOPTISE POR EMBOLIZAÇÃO PERCUTÂNEA (INCLUI ESTUDO ANGIOGRÁFICO)
406040320;TRATAMENTO ENDOVASCULAR DE FISTULAS ARTERIOVENOSAS
406040338;TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA
406050015;ESTUDO ELETROFISIOLÓGICO DIAGNÓSTICO
406050023;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE FLUTTER ATRIAL)
406050031;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA ATRIAL DIREITA)
406050040;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DE TAQUICARDIA POR REENTRADA NODAL DE VIAS ANÔMA
406050058;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO I (ABLAÇÃO DO NÓDULO ARCHOV-TAWARA)
406050066;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DAS VIAS ANÔMALAS MÚLTIPLAS)
406050074;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE FIBRILAÇÃO ATRIAL)
406050082;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)
406050090;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL CICATRICIAL)
406050104;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA ATRIAL ESQUERDA)
406050112;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR IDIOPÁTICA DO SEIO D
406050120;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE TAQUICARDIA VENTRICULAR SUSTENTADA COM CARDIO
406050139;ESTUDO ELETROFISIOLÓGICO TERAPÊUTICO II (ABLAÇÃO DE VIAS ANÔMALAS ESQUERDAS)
407010017;DEGASTROGASTRECTOMIA C/ OU S/ VAGOTOMIA
407010025;DILATACAO ESOFAGICA / PILORICA
407010033;ESOFAGECTOMIA DISTAL C/ TORACOTOMIA
407010041;ESOFAGECTOMIA DISTAL S/ TORACOTOMIA
407010050;ESOFAGECTOMIA VIDEOLAPAROSCOPICA
407010068;ESOFAGO-COLONPLASTIA
407010076;ESOFAGOGASTRECTOMIA
407010084;ESOFAGOPLASTIA / GASTROPLASTIA
407010092;ESOFAGORRAFIA CERVICAL
407010106;ESOFAGORRAFIA TORACICA
407010114;ESOFAGOSTOMIA
407010122;GASTRECTOMIA C/ OU S/ DESVIO DUODENAL
407010130;GASTRECTOMIA PARCIAL C/ OU S/ VAGOTOMIA
407010149;GASTRECTOMIA TOTAL
407010157;GASTRECTOMIA VIDEOLAPAROSCOPICA
407010165;GASTROENTEROANASTOMOSE
407010173;GASTROPLASTIA C/ DERIVACAO INTESTINAL
407010181;GASTROPLASTIA VERTICAL COM BANDA
407010190;GASTRORRAFIA
407010203;GASTRORRAFIA VIDEOLAPAROSCOPICA
407010211;GASTROSTOMIA
407010220;GASTROSTOMIA VIDEOLAPAROSCOPICA
407010238;PILOROPLASTIA
407010246;RETIRADA DE CORPO ESTRANHO DO TUBO DIGESTIVO POR ENDOSCOPIA
407010254;RETIRADA DE POLIPO DO TUBO DIGESTIVO POR ENDOSCOPIA
407010262;TAMPONAMENTO DE LESOES HEMORRAGICAS DO APARELHO DIGESTIVO
407010270;TRATAMENTO CIRURGICO DE ACALASIA (CARDIOMIOPLASTIA)
407010289;TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO
407010297;TRATAMENTO CIRURGICO DE REFLUXO GASTROESOFAGICO
407010300;TRATAMENTO CIRURGICO DE VARIZES ESOFAGICAS
407010319;TRATAMENTO ESCLEROSANTE / LIGADURA ELASTICA DE LESAO HEMORRAGICA DO APARELHO DIGESTIVO
407010327;TRATAMENTO ESCLEROSANTE DE LESOES NAO HEMORRAGICAS DO APARELHO DIGESTIVO INCLUINDO LIGADURA ELASTICA
407010335;TRATAMETO CIRURGICO DE MEGAESOFAGO SEM RESSECCAO / CONSERVADOR
407010343;VAGOTOMIA C/ OPERACAO DE DRENAGEM
407010351;VAGOTOMIA SUPERSELETIVA / GASTRICA PROXIMAL
407010360;GASTRECTOMIA VERTICAL EM MANGA (SLEEVE)
407010378;TRATAMENTO DE INTERCORRENCIAS CIRURGICA POS- CIRURGIA BARIÁTRICA
407010386;CIRURGIA BARIÁTRICA POR VIDEOLAPAROSCOPIA
407020012;AMPUTACAO COMPLETA ABDOMINO-PERINEAL DO RETO
407020020;AMPUTACAO POR PROCIDENCIA DE RETO
407020039;APENDICECTOMIA
407020047;APENDICECTOMIA VIDEOLAPAROSCOPICA
407020055;CERCLAGEM DE ANUS
407020063;COLECTOMIA PARCIAL (HEMICOLECTOMIA)
407020071;COLECTOMIA TOTAL
407020080;COLECTOMIA VIDEOLAPAROSCOPICA
407020098;COLORRAFIA POR VIA ABDOMINAL
407020101;COLOSTOMIA
407020110;CRIPTECTOMIA UNICA / MULTIPLA
407020128;DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO
407020136;DRENAGEM DE ABSCESSO ANU-RETAL
407020144;DRENAGEM DE ABSCESSO ISQUIORRETAL
407020152;DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL
407020160;ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS
407020179;ENTERECTOMIA
407020187;ENTEROANASTOMOSE (QUALQUER SEGMENTO)
407020195;ENTEROPEXIA (QUALQUER SEGMENTO)
407020209;ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO)
407020217;ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL
407020225;EXCISAO DE LESAO / TUMOR ANU-RETAL
407020233;EXCISAO DE LESAO INTESTINAL / MESENTERICA LOCALIZADA
407020241;FECHAMENTO DE ENTEROSTOMIA (QUALQUER SEGMENTO)
407020250;FECHAMENTO DE FISTULA DE COLON
407020268;FECHAMENTO DE FISTULA DE RETO
407020276;FISTULECTOMIA / FISTULOTOMIA ANAL
407020284;HEMORROIDECTOMIA
407020292;HERNIORRAFIA C/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA)
407020306;JEJUNOSTOMIA / ILEOSTOMIA
407020314;LIGADURA ELASTICA DE HEMORROIDAS (SESSAO)
407020322;PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL
407020330;PROCTOCOLECTOMIA TOTAL C/ RESERVATORIO ILEAL
407020349;PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO
407020357;PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL
407020365;REDUCAO CIRURGICA DE VOLVO POR LAPAROTOMIA
407020373;REDUCAO MANUAL DE PROCIDENCIA DE RETO
407020381;REMOCAO CIRURGICA DE FECALOMA
407020390;RETIRADA DE CORPO ESTRANHO / POLIPOS DO RETO / COLO SIGMOIDE
407020403;RETOSSIGMOIDECTOMIA ABDOMINAL
407020411;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL
407020420;TRATAMENTO CIRURGICO DE ANOMALIAS CONGENITAS DO ANUS E RETO
407020438;TRATAMENTO CIRURGICO DE AUSENCIA DO RETO (ABDOMINO-PERINEAL)
407020446;TRATAMENTO CIRURGICO DE ILEO MECONIAL
407020454;TRATAMENTO CIRURGICO DE IMPERFURACAO MEMBRANOSA DO ANUS
407020462;TRATAMENTO CIRURGICO DE MA ROTACAO INTESTINAL
407020470;TRATAMENTO CIRURGICO DE PROLAPSO ANAL
407020489;TRATAMENTO CIRURGICO DE PRURIDO ANAL
407020497;TRATAMENTO ESCLEROSANTE DE HEMORROIDAS (POR SESSAO)
407030018;ANASTOMOSE BILEO-DIGESTIVA
407030026;COLECISTECTOMIA
407030034;COLECISTECTOMIA VIDEOLAPAROSCOPICA
407030042;COLECISTOSTOMIA
407030050;COLEDOCOPLASTIA
407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA
407030077;COLEDOCOTOMIA VIDEOLAPAROSCOPICA
407030085;COLOCACAO DE PROTESE BILIAR
407030093;DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES
407030107;DRENAGEM BILIAR PERCUTANEA EXTERNA
407030115;DRENAGEM BILIAR PERCUTANEA INTERNA
407030123;ESPLENECTOMIA
407030131;HEPATECTOMIA PARCIAL
407030140;HEPATORRAFIA
407030158;HEPATORRAFIA COMPLEXA C/ LESAO DE ESTRUTURAS VASCULARES BILIARES
407030166;HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO
407030174;MARSUPIALIZACAO DE ABSCESSO / CISTO
407030182;PANCREATECTOMIA PARCIAL
407030190;PANCREATECTOMIA VIDEOLAPAROSCOPICA
407030204;PANCREATO-DUODENECTOMIA
407030212;PANCREATO-ENTEROSTOMIA
407030220;PANCREATOTOMIA P/ DRENAGEM
407030239;RETIRADA PERCUTANEA DE CALCULOS BILIARES
407030247;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS
407040013;DRENAGEM DE ABSCESSO PELVICO
407040021;DRENAGEM DE ABSCESSO SUBFRENICO
407040030;DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL
407040048;HERNIOPLASTIA DIAFRAGMATICA (VIA ABDOMINAL)
407040056;HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA)
407040064;HERNIOPLASTIA EPIGASTRICA
407040072;HERNIOPLASTIA EPIGASTRICA VIDEOLAPAROSCOPICA
407040080;HERNIOPLASTIA INCISIONAL
407040099;HERNIOPLASTIA INGUINAL (BILATERAL)
407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL)
407040110;HERNIOPLASTIA RECIDIVANTE
407040129;HERNIOPLASTIA UMBILICAL
407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA
407040145;HERNIORRAFIA S/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA )
407040153;HERNIORRAFIA UMBILICAL VIDEOLAPAROSCOPICA
407040161;LAPAROTOMIA EXPLORADORA
407040170;LAPAROTOMIA VIDEOLAPAROSCOPICA PARA DRENAGEM E/OU BIOPSIA
407040188;LIBERACAO DE ADERENCIAS INTESTINAIS
407040196;PARACENTESE ABDOMINAL
407040200;PERITONIOSTOMIA C/ TELA INORGANICA
407040218;PNEUMOPERITONIO (POR SESSAO)
407040226;REPARACAO DE OUTRAS HERNIAS
407040234;RESSECCAO DO EPIPLOM
407040242;RESSUTURA DE PAREDE ABDOMINAL (POR DEISCENCIA TOTAL / EVISCERACAO)
407040250;TRATAMENTO CIRURGICO DE PERITONITE
407040269;VAGOTOMIA VIDEOLAPAROSCOPICA
408010010;ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-TORÁCICAS
408010029;ARTRODESE DE GRANDES ARTICULAÇÕES ESCAPULO-UMERAIS
408010037;ARTROPLASTIA ESCAPULO-UMERAL (NÃO CONVENCIONAL)
408010045;ARTROPLASTIA ESCAPULO-UMERAL PARCIAL
408010053;ARTROPLASTIA ESCAPULO-UMERAL TOTAL
408010061;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO
408010070;DESARTICULACAO DA ARTICULACAO ESCAPULO-UMERAL
408010088;DESARTICULACAO INTERESCAPULO-TORÁCICA
408010096;ESCAPULOPEXIA C/ OU S/ OSTEOTOMIA DA ESCAPULA / RESSECÇÃO BARRA OMO-CERVICAL
408010100;OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA
408010118;OSTEOTOMIA DA CLAVÍCULA OU DA ESCÁPULA
408010126;REDUCAO INCRUENTA DE FRATURA E FRATURA-LUXACAO AO NIVEL DA CINTURA ESCAPULAR
408010134;REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL
408010142;REPARO DE ROTURA DO MANGUITO ROTADOR (INCLUI PROCEDIMENTOS DESCOMPRESSIVOS)
408010150;TRATAMENTO CIRÚRGICO DE FRATURA DA CLAVÍCULA
408010169;TRATAMENTO CIRURGICO DE FRATURA DO COLO E CAVIDADE GLENOIDE DE ESCAPULA
408010177;TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA
408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR
408010193;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESCAPULO-UMERAL AGUDA
408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR
408010215;TRATAMENTO CIRURGICO DE LUXACAO RECIDIVANTE / HABITUAL DE ARTICULACAO ESCAPULO-UMERAL
408010223;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA
408010231;TRATAMENTO CIRÚRGICO DA SÍNDROME DO IMPACTO SUB-ACROMIAL
408020016;AMPUTAÇÃO / DESARTICULAÇÃO DE MÃO E PUNHO
408020024;AMPUTAÇÃO / DESARTICULAÇÃO DE MEMBROS SUPERIORES
408020032;ARTRODESE DE MÉDIAS / GRANDES ARTICULAÇÕES DE MEMBRO SUPERIOR
408020040;ARTROPLASTIA DE ARTICULAÇÃO DA MÃO
408020059;ARTROPLASTIA DE CABEÇA DO RÁDIO
408020067;ARTROPLASTIA DE PUNHO
408020075;ARTROPLASTIA TOTAL DE COTOVELO
408020083;ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO)
408020091;RESSECÇÃO DO OLECRANO E/OU CABEÇA DO RÁDIO
408020105;FASCIOTOMIA DE MEMBROS SUPERIORES
408020113;INSTALACAO DE TRAÇÃO ESQUELÉTICA DO MEMBRO SUPERIOR
408020121;REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO
408020130;RECONSTRUÇÃO CAPSULO-LIGAMENTAR DE COTOVELO PUNHO
408020148;RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO
408020156;REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA DE COTOVELO
408020164;REDUÇAO INCRUENTA DE FRATURA / LESÃO FISARIA DO EXTREMO PROXIMAL DO ÚMERO
408020172;REDUÇÃO INCRUENTA DE FRATURA / LESÃO FISARIA NO PUNHO
408020180;REDUÇÃO INCRUENTA DE FRATURA / LUXAÇÃO DE MONTEGGIA OU DE GALEAZZI
408020199;REDUÇÃO INCRUENTA DE FRATURA DA DIÁFISE DO ÚMERO
408020202;REDUÇÃO INCRUENTA DE FRATURA DIAFISARIA DOS OSSOS DO ANTEBRAÇO
408020210;REDUÇÃO INCRUENTA DE FRATURA DOS METACARPIANOS
408020229;REDUÇÃO INCRUENTA DE LUXAÇÃO / FRATURA-LUXAÇÃO DO COTOVELO
408020237;REDUCAO INCRUENTA DE LUXACAO / FRATURA-LUXACAO E METACARPO-FALANGIANA / METATARSO-FALANGIANA / INTER
408020245;REDUÇÃO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXACAO NO PUNHO
408020253;REIMPLANTE DO OMBRO ATÉ O TERÇO MÉDIO DO ANTEBRAÇO
408020261;REIMPLANTE DO TERÇO DISTAL DO ANTEBRAÇO ATÉ OS METACARPIANOS
